time,open,high,low,close,spread
1785816000,1.150815,1.150870,1.150770,1.150845,0.000035
1785816060,1.150840,1.150840,1.150765,1.150785,0.000036
1785816120,1.150780,1.150780,1.150720,1.150775,0.000036
1785816180,1.150770,1.150770,1.150720,1.150735,0.000034
1785816240,1.150740,1.150800,1.150735,1.150775,0.000039
1785816300,1.150765,1.150770,1.150735,1.150750,0.000037
1785816360,1.150770,1.150775,1.150725,1.150745,0.000042
1785816420,1.150735,1.150735,1.150665,1.150685,0.000029
1785816480,1.150690,1.150705,1.150650,1.150650,0.000036
1785816540,1.150655,1.150705,1.150625,1.150705,0.000036
1785816600,1.150715,1.150730,1.150675,1.150675,0.000036
1785816660,1.150685,1.150685,1.150665,1.150665,0.000043
1785816720,1.150675,1.150680,1.150665,1.150670,0.000035
1785816780,1.150665,1.150670,1.150615,1.150620,0.000036
1785816840,1.150615,1.150685,1.150585,1.150685,0.000027
1785816900,1.150690,1.150720,1.150685,1.150685,0.000034
1785816960,1.150675,1.150685,1.150665,1.150675,0.000036
1785817020,1.150670,1.150690,1.150670,1.150680,0.000040
1785817080,1.150685,1.150740,1.150685,1.150735,0.000029
1785817140,1.150765,1.150815,1.150765,1.150765,0.000033
1785817200,1.150770,1.150770,1.150750,1.150755,0.000036
1785817260,1.150750,1.150790,1.150730,1.150785,0.000034
1785817320,1.150780,1.150790,1.150755,1.150765,0.000036
1785817380,1.150760,1.150770,1.150740,1.150770,0.000031
1785817440,1.150780,1.150830,1.150780,1.150815,0.000026
1785817500,1.150820,1.150865,1.150770,1.150815,0.000032
1785817560,1.150820,1.150875,1.150795,1.150845,0.000039
1785817620,1.150850,1.150865,1.150845,1.150860,0.000036
1785817680,1.150845,1.150855,1.150815,1.150815,0.000041
1785817740,1.150820,1.150835,1.150805,1.150815,0.000038
1785817800,1.150825,1.150905,1.150825,1.150870,0.000036
1785817860,1.150865,1.150890,1.150850,1.150880,0.000032
1785817920,1.150875,1.150920,1.150875,1.150920,0.000031
1785817980,1.150925,1.150940,1.150915,1.150940,0.000036
1785818040,1.150930,1.150930,1.150885,1.150885,0.000030
1785818100,1.150875,1.150885,1.150845,1.150845,0.000035
1785818160,1.150840,1.150865,1.150840,1.150850,0.000041
1785818220,1.150845,1.150865,1.150835,1.150855,0.000037
1785818280,1.150850,1.150925,1.150850,1.150910,0.000038
1785818340,1.150890,1.150930,1.150880,1.150925,0.000031
1785818400,1.150935,1.150935,1.150875,1.150915,0.000038
1785818460,1.150930,1.150960,1.150885,1.150945,0.000033
1785818520,1.150940,1.151000,1.150935,1.150970,0.000028
1785818580,1.150980,1.150985,1.150960,1.150965,0.000035
1785818640,1.150955,1.150955,1.150900,1.150910,0.000032
1785818700,1.150905,1.150960,1.150905,1.150960,0.000032
1785818760,1.150955,1.150980,1.150955,1.150970,0.000032
1785818820,1.150980,1.150980,1.150925,1.150935,0.000033
1785818880,1.150945,1.151025,1.150945,1.151015,0.000040
1785818940,1.151010,1.151010,1.150955,1.150955,0.000037
1785819000,1.150960,1.150985,1.150955,1.150960,0.000031
1785819060,1.150955,1.150960,1.150910,1.150915,0.000033
1785819120,1.150910,1.150910,1.150870,1.150870,0.000030
1785819180,1.150865,1.150935,1.150860,1.150935,0.000037
1785819240,1.150930,1.151025,1.150925,1.151020,0.000036
1785819300,1.151015,1.151035,1.151015,1.151020,0.000038
1785819360,1.151025,1.151045,1.151020,1.151045,0.000037
1785819420,1.151050,1.151100,1.151040,1.151045,0.000035
1785819480,1.151035,1.151070,1.151030,1.151050,0.000035
1785819540,1.151040,1.151045,1.151020,1.151035,0.000034
1785819600,1.151040,1.151040,1.150935,1.150965,0.000036
1785819660,1.150945,1.150990,1.150945,1.150970,0.000028
1785819720,1.150950,1.150980,1.150905,1.150940,0.000030
1785819780,1.150945,1.150975,1.150930,1.150965,0.000033
1785819840,1.150960,1.150985,1.150915,1.150975,0.000034
1785819900,1.150980,1.151035,1.150970,1.151035,0.000039
1785819960,1.151025,1.151040,1.150980,1.151035,0.000033
1785820020,1.151040,1.151040,1.150955,1.150965,0.000036
1785820080,1.150955,1.150965,1.150915,1.150915,0.000034
1785820140,1.150890,1.150925,1.150855,1.150885,0.000027
1785820200,1.150880,1.150895,1.150880,1.150890,0.000025
1785820260,1.150885,1.150910,1.150835,1.150840,0.000036
1785820320,1.150845,1.150845,1.150790,1.150790,0.000036
1785820380,1.150795,1.150800,1.150705,1.150735,0.000031
1785820440,1.150740,1.150785,1.150705,1.150735,0.000032
1785820500,1.150745,1.150775,1.150715,1.150715,0.000036
1785820560,1.150710,1.150745,1.150710,1.150735,0.000036
1785820620,1.150740,1.150755,1.150725,1.150730,0.000032
1785820680,1.150735,1.150755,1.150710,1.150730,0.000042
1785820740,1.150745,1.150780,1.150735,1.150775,0.000034
1785820800,1.150765,1.150785,1.150725,1.150725,0.000038
1785820860,1.150735,1.150750,1.150695,1.150750,0.000038
1785820920,1.150760,1.150815,1.150760,1.150785,0.000037
1785820980,1.150795,1.150815,1.150775,1.150780,0.000039
1785821040,1.150775,1.150855,1.150775,1.150855,0.000037
1785821100,1.150860,1.150925,1.150850,1.150885,0.000037
1785821160,1.150880,1.150935,1.150870,1.150910,0.000033
1785821220,1.150915,1.150940,1.150885,1.150940,0.000034
1785821280,1.150950,1.150990,1.150940,1.150940,0.000032
1785821340,1.150935,1.150945,1.150925,1.150935,0.000032
1785821400,1.150945,1.151040,1.150935,1.151040,0.000033
1785821460,1.151045,1.151045,1.150855,1.150880,0.000034
1785821520,1.150885,1.150965,1.150870,1.150940,0.000035
1785821580,1.150945,1.150955,1.150875,1.150885,0.000027
1785821640,1.150880,1.150880,1.150785,1.150810,0.000025
1785821700,1.150825,1.150840,1.150760,1.150780,0.000024
1785821760,1.150795,1.150800,1.150720,1.150775,0.000027
1785821820,1.150770,1.150770,1.150730,1.150730,0.000033
1785821880,1.150735,1.150735,1.150675,1.150680,0.000034
1785821940,1.150685,1.150695,1.150625,1.150670,0.000032
1785822000,1.150655,1.150670,1.150610,1.150615,0.000039
1785822060,1.150600,1.150610,1.150530,1.150565,0.000034
1785822120,1.150560,1.150590,1.150540,1.150585,0.000033
1785822180,1.150580,1.150645,1.150555,1.150635,0.000030
1785822240,1.150640,1.150675,1.150545,1.150545,0.000033
1785822300,1.150540,1.150540,1.150450,1.150495,0.000025
1785822360,1.150500,1.150545,1.150475,1.150475,0.000033
1785822420,1.150480,1.150555,1.150470,1.150470,0.000034
1785822480,1.150460,1.150460,1.150375,1.150385,0.000034
1785822540,1.150390,1.150535,1.150385,1.150525,0.000034
1785822600,1.150530,1.150540,1.150490,1.150495,0.000027
1785822660,1.150490,1.150540,1.150485,1.150540,0.000029
1785822720,1.150535,1.150570,1.150505,1.150525,0.000034
1785822780,1.150520,1.150540,1.150510,1.150510,0.000035
1785822840,1.150515,1.150535,1.150440,1.150440,0.000040
1785822900,1.150445,1.150635,1.150445,1.150620,0.000033
1785822960,1.150625,1.150685,1.150615,1.150670,0.000035
1785823020,1.150685,1.150765,1.150685,1.150695,0.000031
1785823080,1.150690,1.150695,1.150630,1.150660,0.000034
1785823140,1.150650,1.150750,1.150640,1.150735,0.000031
1785834000,1.150795,1.150810,1.150715,1.150760,0.000025
1785834060,1.150750,1.150760,1.150670,1.150680,0.000024
1785834120,1.150685,1.150755,1.150635,1.150650,0.000027
1785834180,1.150645,1.150740,1.150635,1.150660,0.000030
1785834240,1.150665,1.150705,1.150575,1.150625,0.000026
1785834300,1.150635,1.150650,1.150530,1.150555,0.000025
1785834360,1.150550,1.150610,1.150440,1.150455,0.000032
1785834420,1.150445,1.150460,1.150340,1.150430,0.000028
1785834480,1.150420,1.150430,1.150390,1.150400,0.000027
1785834540,1.150405,1.150510,1.150395,1.150505,0.000027
1785834600,1.150480,1.150505,1.150420,1.150430,0.000029
1785834660,1.150420,1.150510,1.150410,1.150505,0.000032
1785834720,1.150510,1.150710,1.150510,1.150710,0.000027
1785834780,1.150695,1.150700,1.150585,1.150690,0.000028
1785834840,1.150695,1.150750,1.150690,1.150700,0.000024
1785834900,1.150710,1.150800,1.150700,1.150740,0.000029
1785834960,1.150725,1.150760,1.150685,1.150760,0.000029
1785835020,1.150770,1.150790,1.150710,1.150720,0.000028
1785835080,1.150725,1.150755,1.150705,1.150730,0.000029
1785835140,1.150735,1.150755,1.150690,1.150735,0.000022
1785835200,1.150730,1.150840,1.150715,1.150825,0.000026
1785835260,1.150820,1.150870,1.150820,1.150840,0.000026
1785835320,1.150830,1.150850,1.150710,1.150770,0.000025
1785835380,1.150785,1.150885,1.150785,1.150850,0.000023
1785835440,1.150855,1.150930,1.150845,1.150855,0.000023
1785835500,1.150860,1.150980,1.150810,1.150960,0.000027
1785835560,1.150955,1.151010,1.150925,1.150935,0.000022
1785835620,1.150940,1.150995,1.150940,1.150985,0.000028
1785835680,1.150980,1.151115,1.150950,1.151105,0.000026
1785835740,1.151100,1.151100,1.151020,1.151040,0.000027
1785835800,1.151035,1.151105,1.150990,1.151020,0.000026
1785835860,1.151030,1.151030,1.150855,1.150920,0.000027
1785835920,1.150915,1.150920,1.150840,1.150910,0.000027
1785835980,1.150920,1.151035,1.150910,1.151030,0.000030
1785836040,1.151040,1.151085,1.151015,1.151075,0.000037
1785836100,1.151080,1.151125,1.151030,1.151050,0.000033
1785836160,1.151035,1.151040,1.150930,1.150945,0.000028
1785836220,1.150950,1.150955,1.150855,1.150890,0.000024
1785836280,1.150900,1.150910,1.150840,1.150870,0.000026
1785836340,1.150855,1.150860,1.150805,1.150810,0.000028
1785836400,1.150835,1.150910,1.150830,1.150900,0.000029
1785836460,1.150890,1.150900,1.150860,1.150895,0.000026
1785836520,1.150890,1.150910,1.150755,1.150755,0.000029
1785836580,1.150750,1.150840,1.150750,1.150830,0.000027
1785836640,1.150840,1.150850,1.150810,1.150810,0.000024
1785836700,1.150800,1.150830,1.150680,1.150740,0.000027
1785836760,1.150735,1.150760,1.150675,1.150750,0.000025
1785836820,1.150760,1.150815,1.150695,1.150785,0.000024
1785836880,1.150805,1.150835,1.150790,1.150830,0.000030
1785836940,1.150825,1.150905,1.150825,1.150840,0.000026
1785837000,1.150845,1.150845,1.150730,1.150730,0.000028
1785837060,1.150740,1.150740,1.150705,1.150710,0.000023
1785837120,1.150720,1.150820,1.150720,1.150760,0.000027
1785837180,1.150745,1.150745,1.150560,1.150580,0.000028
1785837240,1.150590,1.150660,1.150550,1.150650,0.000024
1785837300,1.150660,1.150700,1.150625,1.150660,0.000027
1785837360,1.150650,1.150750,1.150645,1.150700,0.000029
1785837420,1.150700,1.150705,1.150660,1.150700,0.000025
1785837480,1.150705,1.150740,1.150640,1.150705,0.000034
1785837540,1.150720,1.150810,1.150700,1.150810,0.000029
1785837600,1.150800,1.150830,1.150770,1.150830,0.000021
1785837660,1.150815,1.150865,1.150795,1.150835,0.000023
1785837720,1.150850,1.150985,1.150850,1.150985,0.000029
1785837780,1.150980,1.150980,1.150850,1.150940,0.000027
1785837840,1.150945,1.150945,1.150840,1.150880,0.000028
1785837900,1.150860,1.150950,1.150805,1.150935,0.000028
1785837960,1.150950,1.150960,1.150885,1.150915,0.000027
1785838020,1.150925,1.151000,1.150910,1.150940,0.000026
1785838080,1.150945,1.150950,1.150885,1.150940,0.000022
1785838140,1.150950,1.150985,1.150910,1.150910,0.000024
1785838200,1.150905,1.151035,1.150895,1.151020,0.000026
1785838260,1.151010,1.151085,1.151010,1.151060,0.000026
1785838320,1.151085,1.151110,1.151035,1.151070,0.000029
1785838380,1.151065,1.151080,1.150990,1.151005,0.000023
1785838440,1.150995,1.151020,1.150945,1.151015,0.000028
1785838500,1.151000,1.151010,1.150920,1.150930,0.000028
1785838560,1.150915,1.150915,1.150800,1.150820,0.000028
1785838620,1.150840,1.150840,1.150800,1.150820,0.000028
1785838680,1.150820,1.150900,1.150800,1.150840,0.000029
1785838740,1.150835,1.150870,1.150810,1.150830,0.000025
1785838800,1.150835,1.150875,1.150805,1.150860,0.000029
1785838860,1.150865,1.150995,1.150860,1.150955,0.000025
1785838920,1.150960,1.151005,1.150950,1.150950,0.000024
1785838980,1.150955,1.150955,1.150870,1.150870,0.000025
1785839040,1.150875,1.150935,1.150875,1.150935,0.000019
1785839100,1.150930,1.150935,1.150855,1.150870,0.000022
1785839160,1.150890,1.150965,1.150890,1.150950,0.000032
1785839220,1.150955,1.151010,1.150895,1.151005,0.000023
1785839280,1.151005,1.151050,1.150980,1.150980,0.000025
1785839340,1.150990,1.151000,1.150920,1.150950,0.000029
1785839400,1.150970,1.151080,1.150960,1.151060,0.000027
1785839460,1.151055,1.151110,1.151010,1.151065,0.000027
1785839520,1.151060,1.151060,1.150980,1.151005,0.000025
1785839580,1.151000,1.151025,1.150920,1.150960,0.000025
1785839640,1.150965,1.150965,1.150920,1.150960,0.000026
1785839700,1.150955,1.150985,1.150905,1.150985,0.000030
1785839760,1.150975,1.151060,1.150960,1.151060,0.000025
1785839820,1.151050,1.151060,1.151020,1.151020,0.000026
1785839880,1.151005,1.151005,1.150865,1.150920,0.000026
1785839940,1.150925,1.151015,1.150910,1.151015,0.000025
1785840000,1.151010,1.151010,1.150990,1.151005,0.000027
1785840060,1.150995,1.151005,1.150965,1.150970,0.000024
1785840120,1.150965,1.151115,1.150960,1.151095,0.000025
1785840180,1.151090,1.151095,1.151050,1.151080,0.000026
1785840240,1.151070,1.151745,1.150965,1.151430,0.000027
1785840300,1.151440,1.151700,1.151385,1.151635,0.000025
1785840360,1.151625,1.151790,1.151580,1.151755,0.000024
1785840420,1.151760,1.151885,1.151600,1.151885,0.000028
1785840480,1.151880,1.151895,1.151690,1.151780,0.000031
1785840540,1.151770,1.151770,1.151550,1.151560,0.000030
1785840600,1.151555,1.151555,1.151390,1.151490,0.000027
1785840660,1.151500,1.151500,1.151370,1.151380,0.000026
1785840720,1.151390,1.151500,1.151370,1.151500,0.000030
1785840780,1.151495,1.151560,1.151395,1.151400,0.000027
1785840840,1.151405,1.151430,1.151370,1.151395,0.000031
1785840900,1.151390,1.151430,1.151330,1.151405,0.000029
1785840960,1.151390,1.151440,1.151280,1.151280,0.000026
1785841020,1.151285,1.151410,1.151280,1.151405,0.000028
1785841080,1.151410,1.151540,1.151370,1.151485,0.000029
1785841140,1.151475,1.151475,1.151350,1.151390,0.000027
