ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-01-03T19:06:09.000000000Z,32,1,206323,4765.000000000,4765.000000000,4765.000000000,4765.000000000,1,ESZ2
2022-01-03T19:06:38.000000000Z,32,1,206323,4765.000000000,4765.000000000,4765.000000000,4765.000000000,1,ESZ2
