Etc/UTC,Open,High,Low,Close,Volume
2006-01-02T06:35:00+00:00,1.18444,1.18444,1.18423,1.18436,648500000
2006-01-02T06:36:00+00:00,1.18452,1.18452,1.1843,1.1843,660300000
2006-01-02T06:37:00+00:00,1.18432,1.18455,1.18432,1.18455,557700000
2006-01-02T06:38:00+00:00,1.18448,1.18448,1.18433,1.18437,342600000
2006-01-02T06:39:00+00:00,1.18437,1.18452,1.18434,1.18441,639900000
2006-01-02T06:40:00+00:00,1.18444,1.18451,1.18428,1.18443,302400000
2006-01-02T06:41:00+00:00,1.18445,1.18453,1.18432,1.18452,653700000
2006-01-02T06:42:00+00:00,1.18443,1.18453,1.1843,1.18439,373400000
2006-01-02T06:43:00+00:00,1.18447,1.18451,1.18435,1.18435,221400000
2006-01-02T06:44:00+00:00,1.18432,1.18452,1.18432,1.18446,588500000
2006-01-02T06:45:00+00:00,1.18441,1.18447,1.18433,1.18442,611200000
2006-01-02T06:46:00+00:00,1.18443,1.18449,1.18436,1.18442,429400000
2006-01-02T06:47:00+00:00,1.18435,1.18441,1.18428,1.18432,384500000
2006-01-02T06:48:00+00:00,1.18443,1.18445,1.18434,1.18445,376900000
2006-01-02T06:49:00+00:00,1.18453,1.18453,1.18433,1.1844,626100000
2006-01-02T06:50:00+00:00,1.18444,1.18454,1.18438,1.18447,406500000
2006-01-02T06:51:00+00:00,1.18449,1.18449,1.18434,1.18434,443300000
2006-01-02T06:52:00+00:00,1.18438,1.18448,1.18428,1.18431,417300000
2006-01-02T06:53:00+00:00,1.18447,1.1845,1.18432,1.18437,587100000
2006-01-02T06:54:00+00:00,1.18442,1.18451,1.18438,1.18447,305300000
2006-01-02T06:55:00+00:00,1.18447,1.1845,1.18436,1.1844,248700000
2006-01-02T06:56:00+00:00,1.18451,1.18451,1.18435,1.18435,469300000
2006-01-02T06:57:00+00:00,1.18435,1.18446,1.18427,1.18431,433900000
2006-01-02T06:58:00+00:00,1.18428,1.1845,1.18428,1.18446,341800000
2006-01-02T06:59:00+00:00,1.18439,1.18449,1.18424,1.18442,581500000
2006-01-02T07:00:00+00:00,1.18441,1.18456,1.18434,1.18451,689400000
2006-01-02T07:01:00+00:00,1.18448,1.18448,1.18429,1.18439,484500000
2006-01-02T07:02:00+00:00,1.18438,1.18451,1.18438,1.18447,480600000
2006-01-02T07:03:00+00:00,1.18443,1.18443,1.18432,1.18432,345800000
2006-01-02T07:04:00+00:00,1.18441,1.18448,1.18433,1.18444,408000000
2006-01-02T07:05:00+00:00,1.18437,1.18449,1.18433,1.18449,340200000
2006-01-02T07:06:00+00:00,1.18437,1.18446,1.18435,1.18444,611800000
2006-01-02T07:07:00+00:00,1.18451,1.18455,1.18438,1.18438,575400000
2006-01-02T07:08:00+00:00,1.18444,1.18452,1.18438,1.18439,585200000
2006-01-02T07:09:00+00:00,1.18425,1.18444,1.18425,1.18444,279300000
2006-01-02T07:10:00+00:00,1.18452,1.18456,1.1844,1.18453,764300000
2006-01-02T07:11:00+00:00,1.18442,1.18451,1.18434,1.18451,371500000
2006-01-02T07:12:00+00:00,1.18443,1.18447,1.18421,1.18438,530700000
2006-01-02T07:13:00+00:00,1.18443,1.18451,1.1843,1.18432,717700000
2006-01-02T07:14:00+00:00,1.18435,1.18449,1.18428,1.18444,548300000
2006-01-02T07:15:00+00:00,1.18438,1.1845,1.18429,1.18438,398500000
2006-01-02T07:16:00+00:00,1.18434,1.18448,1.1843,1.18443,584900000
2006-01-02T07:17:00+00:00,1.18445,1.18448,1.18435,1.1844,487200000
2006-01-02T07:18:00+00:00,1.18443,1.1845,1.18433,1.18443,467700000
2006-01-02T07:19:00+00:00,1.18441,1.1845,1.18432,1.18445,432400000
2006-01-02T07:20:00+00:00,1.18449,1.18449,1.1843,1.1843,355200000
2006-01-02T07:21:00+00:00,1.18443,1.18454,1.1844,1.18446,487700000
2006-01-02T07:22:00+00:00,1.18441,1.18452,1.18435,1.18438,454800000
2006-01-02T07:23:00+00:00,1.18435,1.18454,1.18428,1.18438,518200000
2006-01-02T07:24:00+00:00,1.18443,1.18449,1.18433,1.18434,580200000
2006-01-02T07:25:00+00:00,1.18446,1.18446,1.18428,1.18428,609500000
2006-01-02T07:26:00+00:00,1.18444,1.18448,1.18434,1.18437,597300000
2006-01-02T07:27:00+00:00,1.1845,1.1845,1.18434,1.18443,341800000
2006-01-02T07:28:00+00:00,1.18453,1.18453,1.18434,1.18435,558300000
2006-01-02T07:29:00+00:00,1.18443,1.1845,1.18435,1.1844,757100000
2006-01-02T07:30:00+00:00,1.18441,1.18453,1.18435,1.18437,589200000
2006-01-02T07:31:00+00:00,1.18445,1.18451,1.18428,1.18428,237300000
2006-01-02T07:32:00+00:00,1.18454,1.18454,1.18441,1.18448,571200000
2006-01-02T07:33:00+00:00,1.18436,1.18443,1.18421,1.18442,754500000
2006-01-02T07:34:00+00:00,1.18428,1.18453,1.18428,1.18453,525800000
2006-01-02T07:35:00+00:00,1.18443,1.18452,1.18435,1.18442,454800000
2006-01-02T07:36:00+00:00,1.18427,1.18451,1.18427,1.18451,229400000
2006-01-02T07:37:00+00:00,1.18447,1.18449,1.18435,1.18445,648400000
2006-01-02T07:38:00+00:00,1.18438,1.18449,1.18436,1.18449,247000000
2006-01-02T07:39:00+00:00,1.18441,1.18448,1.18433,1.18445,304200000
2006-01-02T07:40:00+00:00,1.18447,1.18451,1.18442,1.18442,531900000
2006-01-02T07:41:00+00:00,1.18444,1.18453,1.18434,1.18437,387900000
2006-01-02T07:42:00+00:00,1.18436,1.18449,1.18429,1.18447,310500000
2006-01-02T07:43:00+00:00,1.18434,1.18453,1.18433,1.18453,456900000
2006-01-02T07:44:00+00:00,1.18447,1.18451,1.1842,1.1842,395500000
2006-01-02T07:45:00+00:00,1.18433,1.18453,1.18426,1.18453,401200000
2006-01-02T07:46:00+00:00,1.18443,1.18452,1.18434,1.18445,476400000
2006-01-02T07:47:00+00:00,1.18452,1.18452,1.18436,1.18436,328500000
2006-01-02T07:48:00+00:00,1.18436,1.18454,1.18436,1.18446,703000000
