Etc/UTC,Open,High,Low,Close,Volume
2006-01-02T12:55:00+00:00,1.7225,1.72265,1.7225,1.72265,68300000
2006-01-02T12:56:00+00:00,1.72268,1.7227,1.72265,1.72267,90400000
2006-01-02T12:57:00+00:00,1.72264,1.72264,1.72249,1.72253,112000000
2006-01-02T12:58:00+00:00,1.7225,1.72262,1.72247,1.72262,42800000
2006-01-02T12:59:00+00:00,1.72256,1.72273,1.72255,1.72268,91200000
2006-01-02T13:00:00+00:00,1.72258,1.72262,1.72254,1.72258,121600000
2006-01-02T13:01:00+00:00,1.72249,1.72266,1.72249,1.72252,52300000
2006-01-02T13:02:00+00:00,1.72258,1.72272,1.72258,1.72265,72100000
2006-01-02T13:03:00+00:00,1.72268,1.72271,1.72251,1.72259,50500000
2006-01-02T13:04:00+00:00,1.72256,1.72256,1.72254,1.72254,29600000
2006-01-02T13:05:00+00:00,1.72249,1.72261,1.72249,1.72261,11600000
2006-01-02T13:06:00+00:00,1.72267,1.72273,1.72255,1.7226,67500000
2006-01-02T13:07:00+00:00,1.7225,1.72261,1.72246,1.72261,60750000
2006-01-02T13:08:00+00:00,1.72268,1.72268,1.72256,1.72268,27400000
2006-01-02T13:09:00+00:00,1.7227,1.7227,1.72251,1.72265,83200000
2006-01-02T13:10:00+00:00,1.7226,1.7226,1.72254,1.72258,92100000
2006-01-02T13:11:00+00:00,1.72258,1.72258,1.72244,1.72244,94400000
2006-01-02T13:12:00+00:00,1.72256,1.72264,1.72252,1.7226,32900000
2006-01-02T13:13:00+00:00,1.72264,1.72271,1.72254,1.72271,89100000
2006-01-02T13:14:00+00:00,1.72271,1.72271,1.72253,1.72254,34300000
2006-01-02T13:15:00+00:00,1.72251,1.72261,1.72251,1.72257,62200000
2006-01-02T13:16:00+00:00,1.72251,1.72262,1.72249,1.72262,43000000
2006-01-02T13:17:00+00:00,1.7226,1.72262,1.72257,1.72257,56900000
2006-01-02T13:18:00+00:00,1.72259,1.72266,1.72252,1.72262,70300000
2006-01-02T13:19:00+00:00,1.72262,1.72272,1.72254,1.72256,73100000
2006-01-02T13:21:00+00:00,1.72268,1.72268,1.72261,1.72261,60100000
2006-01-02T13:22:00+00:00,1.72257,1.72273,1.72257,1.72273,52700000
2006-01-02T13:23:00+00:00,1.72272,1.72272,1.72257,1.7226,104800000
2006-01-02T13:24:00+00:00,1.72267,1.72267,1.72254,1.7226,51200000
2006-01-02T13:25:00+00:00,1.72267,1.72267,1.72249,1.7226,94300000
2006-01-02T13:26:00+00:00,1.72262,1.72272,1.72262,1.72262,41200000
2006-01-02T13:27:00+00:00,1.72265,1.72269,1.72251,1.72261,54800000
2006-01-02T13:28:00+00:00,1.72258,1.72269,1.72258,1.72262,25900000
2006-01-02T13:29:00+00:00,1.72267,1.7227,1.72252,1.72257,217200000
2006-01-02T13:30:00+00:00,1.72255,1.72266,1.72253,1.72253,69800000
2006-01-02T13:31:00+00:00,1.72258,1.72271,1.72253,1.72271,141600000
2006-01-02T13:32:00+00:00,1.72265,1.72273,1.72249,1.72249,78300000
2006-01-02T13:33:00+00:00,1.72254,1.72256,1.72254,1.72256,11200000
2006-01-02T13:34:00+00:00,1.7227,1.7227,1.72263,1.72263,33800000
2006-01-02T13:35:00+00:00,1.72265,1.72265,1.72245,1.72262,58000000
2006-01-02T13:36:00+00:00,1.72256,1.72259,1.72255,1.72257,63600000
2006-01-02T13:37:00+00:00,1.72262,1.7227,1.72253,1.72253,69500000
2006-01-02T13:38:00+00:00,1.72257,1.72271,1.72254,1.72264,56950000
2006-01-02T13:39:00+00:00,1.72264,1.72264,1.72251,1.72251,46900000
2006-01-02T13:40:00+00:00,1.72252,1.72271,1.72252,1.72262,119900000
2006-01-02T13:41:00+00:00,1.72258,1.72261,1.72253,1.72258,118700000
2006-01-02T13:42:00+00:00,1.72258,1.72276,1.72257,1.72261,125800000
2006-01-02T13:43:00+00:00,1.72255,1.72261,1.72255,1.72256,67300000
2006-01-02T13:44:00+00:00,1.72253,1.72256,1.72251,1.72251,43800000
2006-01-02T13:45:00+00:00,1.72254,1.72259,1.72254,1.72256,51500000
2006-01-02T13:46:00+00:00,1.72259,1.72267,1.72259,1.72267,71100000
2006-01-02T13:47:00+00:00,1.72263,1.72267,1.72254,1.72254,57400000
2006-01-02T13:49:00+00:00,1.72256,1.72272,1.72256,1.72272,54900000
2006-01-02T13:50:00+00:00,1.72267,1.72268,1.72258,1.72258,40000000
2006-01-02T13:51:00+00:00,1.72257,1.72263,1.72251,1.72263,34200000
2006-01-02T13:52:00+00:00,1.72263,1.72268,1.72257,1.72258,164100000
2006-01-02T13:53:00+00:00,1.72258,1.7226,1.72249,1.72259,65500000
2006-01-02T13:54:00+00:00,1.72262,1.72269,1.72255,1.72258,69200000
2006-01-02T13:55:00+00:00,1.72267,1.72272,1.72258,1.72258,51800000
2006-01-02T13:56:00+00:00,1.72268,1.72269,1.72256,1.72257,46000000
2006-01-02T13:57:00+00:00,1.72258,1.72265,1.72247,1.72265,78500000
2006-01-02T13:58:00+00:00,1.72263,1.72273,1.72263,1.72268,29900000
2006-01-02T13:59:00+00:00,1.72267,1.7227,1.72261,1.72268,72500000
2006-01-02T14:00:00+00:00,1.72261,1.72261,1.72246,1.72247,24600000
2006-01-02T14:01:00+00:00,1.72263,1.72263,1.72246,1.72262,53700000
2006-01-02T14:02:00+00:00,1.72263,1.72267,1.72263,1.72267,31000000
2006-01-02T14:03:00+00:00,1.72267,1.72267,1.72253,1.72255,35300000
2006-01-02T14:04:00+00:00,1.72252,1.72263,1.72252,1.72262,125900000
2006-01-02T14:05:00+00:00,1.72262,1.72271,1.72254,1.72271,43800000
2006-01-02T14:06:00+00:00,1.72273,1.72273,1.7226,1.72273,80900000
2006-01-02T14:07:00+00:00,1.72263,1.72263,1.72263,1.72263,22300000
2006-01-02T14:08:00+00:00,1.72255,1.7227,1.72255,1.72261,68800000
2006-01-02T14:09:00+00:00,1.72258,1.72266,1.72256,1.72266,60300000
2006-01-02T14:10:00+00:00,1.72265,1.72274,1.72254,1.72254,46300000
2006-01-02T14:11:00+00:00,1.72252,1.72261,1.72252,1.72259,69200000
2006-01-02T14:12:00+00:00,1.72263,1.72268,1.72253,1.72253,52400000
2006-01-02T14:13:00+00:00,1.72252,1.72272,1.7225,1.72272,98900000
2006-01-02T14:15:00+00:00,1.72273,1.72273,1.72251,1.72251,33100000
2006-01-02T14:16:00+00:00,1.72256,1.72268,1.72256,1.72265,49100000
2006-01-02T14:17:00+00:00,1.72272,1.72272,1.72256,1.72256,95600000
2006-01-02T14:18:00+00:00,1.72252,1.72263,1.72252,1.72259,31100000
2006-01-02T14:19:00+00:00,1.72261,1.72272,1.72261,1.72272,50200000
2006-01-02T14:20:00+00:00,1.72258,1.72262,1.72254,1.7226,45400000
2006-01-02T14:21:00+00:00,1.72261,1.72261,1.72243,1.72251,42400000
2006-01-02T14:22:00+00:00,1.72257,1.72268,1.72255,1.72268,57900000
2006-01-02T14:23:00+00:00,1.72262,1.72271,1.72262,1.72268,60800000
2006-01-02T14:24:00+00:00,1.72272,1.72272,1.72256,1.7226,51600000
2006-01-02T14:25:00+00:00,1.72257,1.72263,1.72255,1.72255,44300000
2006-01-02T14:26:00+00:00,1.72257,1.72261,1.72251,1.72257,59100000
2006-01-02T14:27:00+00:00,1.72253,1.72271,1.72253,1.7227,56400000
2006-01-02T14:28:00+00:00,1.72267,1.72271,1.72259,1.7226,51600000
2006-01-02T14:29:00+00:00,1.72271,1.72271,1.72269,1.72269,8600000
2006-01-02T14:30:00+00:00,1.72255,1.72268,1.72255,1.7226,98400000
2006-01-02T14:31:00+00:00,1.72262,1.7227,1.72262,1.72268,49900000
2006-01-02T14:32:00+00:00,1.72271,1.72271,1.72267,1.72267,71100000
2006-01-02T14:33:00+00:00,1.7225,1.72261,1.7225,1.72253,56000000
2006-01-02T14:34:00+00:00,1.7227,1.72275,1.7227,1.72275,46700000
2006-01-02T14:35:00+00:00,1.72272,1.72272,1.72263,1.72265,44200000
2006-01-02T14:36:00+00:00,1.72267,1.72269,1.72258,1.72262,56700000
2006-01-02T14:37:00+00:00,1.72263,1.72275,1.72259,1.72267,43600000
2006-01-02T14:38:00+00:00,1.72249,1.72265,1.72249,1.72261,55900000
2006-01-02T14:39:00+00:00,1.72246,1.72262,1.72246,1.72258,50500000
2006-01-02T14:40:00+00:00,1.72255,1.72262,1.72252,1.72252,42800000
2006-01-02T14:41:00+00:00,1.72235,1.72268,1.72235,1.7225,70700000
2006-01-02T14:42:00+00:00,1.72254,1.72265,1.72254,1.72265,41200000
