time,open,high,low,close,spread
1786411980,1.154870,1.154960,1.154865,1.154950,0.000028
1786412040,1.154945,1.154955,1.154925,1.154955,0.000033
1786412100,1.154960,1.154970,1.154920,1.154920,0.000037
1786412160,1.154925,1.154960,1.154905,1.154910,0.000030
1786412220,1.154905,1.154910,1.154870,1.154885,0.000035
1786412280,1.154890,1.154890,1.154840,1.154840,0.000034
1786412340,1.154845,1.154845,1.154815,1.154840,0.000035
1786412400,1.154850,1.154885,1.154835,1.154840,0.000031
1786412460,1.154835,1.154835,1.154720,1.154720,0.000035
1786412520,1.154705,1.154725,1.154685,1.154725,0.000034
1786412580,1.154735,1.154740,1.154680,1.154685,0.000031
1786412640,1.154680,1.154680,1.154645,1.154645,0.000032
1786412700,1.154635,1.154675,1.154630,1.154665,0.000035
1786412760,1.154660,1.154710,1.154660,1.154710,0.000034
1786412820,1.154695,1.154800,1.154695,1.154760,0.000033
1786412880,1.154765,1.154815,1.154760,1.154795,0.000038
1786412940,1.154800,1.154835,1.154795,1.154830,0.000030
1786413000,1.154820,1.154830,1.154770,1.154795,0.000033
1786413060,1.154800,1.154800,1.154765,1.154765,0.000036
1786413120,1.154760,1.154795,1.154755,1.154795,0.000031
1786413180,1.154810,1.154865,1.154810,1.154855,0.000033
1786413240,1.154860,1.154865,1.154845,1.154860,0.000037
1786413300,1.154875,1.154875,1.154845,1.154845,0.000036
1786413360,1.154835,1.154835,1.154760,1.154800,0.000035
1786413420,1.154805,1.154810,1.154745,1.154745,0.000028
1786413480,1.154760,1.154760,1.154665,1.154665,0.000034
1786413540,1.154670,1.154705,1.154625,1.154635,0.000035
1786413600,1.154630,1.154635,1.154560,1.154560,0.000034
1786413660,1.154565,1.154565,1.154520,1.154540,0.000032
1786413720,1.154550,1.154585,1.154540,1.154555,0.000032
1786413780,1.154545,1.154560,1.154520,1.154520,0.000029
1786413840,1.154515,1.154600,1.154510,1.154600,0.000030
1786413900,1.154605,1.154605,1.154520,1.154545,0.000027
1786413960,1.154550,1.154630,1.154545,1.154610,0.000025
1786414020,1.154605,1.154610,1.154440,1.154450,0.000030
1786414080,1.154445,1.154460,1.154415,1.154415,0.000022
1786414140,1.154410,1.154410,1.154385,1.154395,0.000035
1786414200,1.154400,1.154420,1.154390,1.154395,0.000033
1786414260,1.154390,1.154415,1.154385,1.154400,0.000040
1786414320,1.154405,1.154425,1.154335,1.154400,0.000041
1786414380,1.154405,1.154430,1.154390,1.154420,0.000045
1786414440,1.154415,1.154495,1.154405,1.154485,0.000045
1786414500,1.154490,1.154495,1.154455,1.154470,0.000045
1786414560,1.154475,1.154475,1.154385,1.154395,0.000045
1786414620,1.154390,1.154400,1.154340,1.154355,0.000037
1786414680,1.154350,1.154365,1.154345,1.154360,0.000033
1786414740,1.154350,1.154355,1.154340,1.154355,0.000031
1786414800,1.154350,1.154360,1.154305,1.154305,0.000029
1786414860,1.154300,1.154305,1.154205,1.154250,0.000034
1786414920,1.154255,1.154255,1.154075,1.154105,0.000036
1786414980,1.154120,1.154125,1.154085,1.154085,0.000041
1786415040,1.154090,1.154105,1.154085,1.154090,0.000036
1786415100,1.154080,1.154195,1.154045,1.154190,0.000036
1786415160,1.154175,1.154240,1.154175,1.154235,0.000032
1786415220,1.154240,1.154290,1.154240,1.154290,0.000034
1786415280,1.154305,1.154305,1.154165,1.154170,0.000037
1786415340,1.154165,1.154185,1.154100,1.154115,0.000038
1786415400,1.154120,1.154160,1.154065,1.154160,0.000038
1786415460,1.154155,1.154155,1.154100,1.154125,0.000040
1786415520,1.154130,1.154135,1.154095,1.154095,0.000030
1786415580,1.154105,1.154180,1.154095,1.154180,0.000034
1786415640,1.154165,1.154210,1.154155,1.154210,0.000034
1786415700,1.154215,1.154215,1.154155,1.154200,0.000033
1786415760,1.154180,1.154205,1.154160,1.154185,0.000034
1786415820,1.154180,1.154200,1.154120,1.154155,0.000035
1786415880,1.154160,1.154170,1.154105,1.154125,0.000034
1786415940,1.154135,1.154150,1.154100,1.154125,0.000036
1786416000,1.154115,1.154185,1.154110,1.154170,0.000033
1786416060,1.154175,1.154175,1.154155,1.154165,0.000032
1786416120,1.154170,1.154175,1.154160,1.154170,0.000034
1786416180,1.154165,1.154235,1.154155,1.154235,0.000029
1786416240,1.154230,1.154230,1.154155,1.154165,0.000032
1786416300,1.154175,1.154175,1.154155,1.154160,0.000032
1786416360,1.154155,1.154155,1.154090,1.154105,0.000036
1786416420,1.154110,1.154110,1.153965,1.154010,0.000035
1786416480,1.154015,1.154065,1.154015,1.154065,0.000036
1786416540,1.154060,1.154060,1.154045,1.154055,0.000037
1786416600,1.154045,1.154045,1.154015,1.154025,0.000037
1786416660,1.154020,1.154055,1.153995,1.153995,0.000042
1786416720,1.153985,1.154005,1.153975,1.153990,0.000045
1786416780,1.153995,1.153995,1.153950,1.153960,0.000045
1786416840,1.153955,1.153960,1.153945,1.153945,0.000045
1786416900,1.153950,1.153950,1.153875,1.153890,0.000038
1786416960,1.153885,1.154035,1.153885,1.154035,0.000034
1786417020,1.154020,1.154020,1.153895,1.153990,0.000033
1786417080,1.154000,1.154055,1.154000,1.154000,0.000034
1786417140,1.154005,1.154025,1.153965,1.153985,0.000029
1786417200,1.153995,1.154060,1.153995,1.154060,0.000039
1786417260,1.154065,1.154080,1.154025,1.154025,0.000039
1786417320,1.154020,1.154030,1.153960,1.154010,0.000038
1786417380,1.154015,1.154030,1.153995,1.153995,0.000036
1786417440,1.154000,1.154040,1.153995,1.154035,0.000027
1786417500,1.154030,1.154120,1.154020,1.154095,0.000028
1786417560,1.154105,1.154195,1.154095,1.154160,0.000036
1786417620,1.154165,1.154185,1.154115,1.154125,0.000036
1786417680,1.154130,1.154155,1.154110,1.154110,0.000039
1786417740,1.154115,1.154120,1.154095,1.154115,0.000034
1786417800,1.154120,1.154120,1.154110,1.154120,0.000038
1786417860,1.154140,1.154150,1.154110,1.154145,0.000038
1786417920,1.154150,1.154195,1.154140,1.154190,0.000035
1786417980,1.154170,1.154220,1.154160,1.154215,0.000028
1786418040,1.154210,1.154230,1.154205,1.154220,0.000030
1786418100,1.154215,1.154255,1.154205,1.154240,0.000035
1786418160,1.154220,1.154220,1.154205,1.154205,0.000040
1786418220,1.154210,1.154260,1.154210,1.154260,0.000041
1786418280,1.154265,1.154310,1.154255,1.154275,0.000036
1786418340,1.154285,1.154315,1.154285,1.154310,0.000038
1786418400,1.154305,1.154365,1.154290,1.154290,0.000032
1786418460,1.154285,1.154285,1.154215,1.154215,0.000036
1786418520,1.154210,1.154235,1.154190,1.154235,0.000033
1786418580,1.154230,1.154240,1.154205,1.154240,0.000033
1786418640,1.154225,1.154255,1.154210,1.154240,0.000029
1786418700,1.154245,1.154270,1.154240,1.154270,0.000041
1786418760,1.154265,1.154315,1.154245,1.154315,0.000029
1786418820,1.154310,1.154410,1.154295,1.154385,0.000030
1786418880,1.154390,1.154390,1.154340,1.154350,0.000025
1786418940,1.154360,1.154450,1.154360,1.154445,0.000031
1786419000,1.154450,1.154490,1.154445,1.154480,0.000033
1786419060,1.154475,1.154510,1.154435,1.154435,0.000029
1786419120,1.154440,1.154490,1.154435,1.154440,0.000033
1786419180,1.154450,1.154485,1.154450,1.154460,0.000031
1786419240,1.154440,1.154475,1.154440,1.154470,0.000036
1786419300,1.154475,1.154505,1.154475,1.154505,0.000035
1786419360,1.154500,1.154500,1.154445,1.154460,0.000034
1786419420,1.154465,1.154465,1.154455,1.154465,0.000033
1786419480,1.154460,1.154465,1.154460,1.154460,0.000038
1786419540,1.154455,1.154455,1.154365,1.154370,0.000029
1786419600,1.154365,1.154385,1.154365,1.154370,0.000044
1786419660,1.154375,1.154395,1.154375,1.154385,0.000033
1786419720,1.154400,1.154405,1.154365,1.154365,0.000035
1786419780,1.154360,1.154360,1.154350,1.154355,0.000038
1786419840,1.154350,1.154360,1.154345,1.154355,0.000041
1786419900,1.154350,1.154355,1.154295,1.154300,0.000035
1786419960,1.154305,1.154315,1.154295,1.154300,0.000040
1786420020,1.154295,1.154310,1.154295,1.154305,0.000040
1786420080,1.154295,1.154310,1.154290,1.154305,0.000043
1786420140,1.154300,1.154315,1.154295,1.154305,0.000040
1786420200,1.154300,1.154300,1.154255,1.154270,0.000038
1786420260,1.154280,1.154295,1.154240,1.154245,0.000034
1786420320,1.154250,1.154255,1.154215,1.154220,0.000029
1786420380,1.154230,1.154275,1.154215,1.154275,0.000038
1786420440,1.154270,1.154305,1.154270,1.154300,0.000039
1786420500,1.154315,1.154330,1.154315,1.154320,0.000038
1786420560,1.154330,1.154330,1.154285,1.154290,0.000035
1786420620,1.154285,1.154290,1.154265,1.154280,0.000045
1786420680,1.154285,1.154290,1.154265,1.154290,0.000034
1786420740,1.154285,1.154295,1.154270,1.154290,0.000036
