time,open,high,low,close,spread
1785801600,1.150710,1.150815,1.150700,1.150775,0.000036
1785801660,1.150760,1.151020,1.150760,1.151020,0.000032
1785801720,1.151015,1.151015,1.150925,1.150980,0.000037
1785801780,1.150970,1.150995,1.150895,1.150995,0.000034
1785801840,1.150990,1.151150,1.150990,1.151035,0.000038
1785801900,1.151040,1.151040,1.150925,1.150975,0.000037
1785801960,1.150980,1.151005,1.150955,1.150970,0.000033
1785802020,1.150975,1.151105,1.150965,1.151080,0.000036
1785802080,1.151070,1.151195,1.151070,1.151150,0.000040
1785802140,1.151145,1.151295,1.151130,1.151290,0.000034
1785802200,1.151295,1.151375,1.151130,1.151140,0.000037
1785802260,1.151145,1.151150,1.151045,1.151090,0.000037
1785802320,1.151100,1.151150,1.151035,1.151060,0.000031
1785802380,1.151045,1.151050,1.150990,1.150990,0.000035
1785802440,1.150985,1.151005,1.150925,1.150975,0.000037
1785802500,1.150980,1.151015,1.150945,1.150950,0.000040
1785802560,1.150955,1.151035,1.150955,1.151025,0.000035
1785802620,1.151020,1.151020,1.150950,1.150975,0.000041
1785802680,1.150970,1.151125,1.150970,1.151075,0.000037
1785802740,1.151065,1.151110,1.151065,1.151100,0.000035
1785802800,1.151085,1.151180,1.151075,1.151135,0.000036
1785802860,1.151120,1.151245,1.151100,1.151210,0.000034
1785802920,1.151205,1.151205,1.151140,1.151145,0.000038
1785802980,1.151150,1.151245,1.151145,1.151205,0.000036
1785803040,1.151195,1.151235,1.151150,1.151210,0.000034
1785803100,1.151195,1.151205,1.151175,1.151190,0.000036
1785803160,1.151215,1.151255,1.151190,1.151195,0.000033
1785803220,1.151200,1.151215,1.151135,1.151155,0.000036
1785803280,1.151165,1.151240,1.151160,1.151240,0.000033
1785803340,1.151215,1.151250,1.151165,1.151190,0.000033
1785803400,1.151180,1.151220,1.151100,1.151135,0.000033
1785803460,1.151140,1.151150,1.151120,1.151130,0.000035
1785803520,1.151135,1.151215,1.151120,1.151195,0.000033
1785803580,1.151200,1.151355,1.151200,1.151330,0.000036
1785803640,1.151315,1.151395,1.151305,1.151365,0.000031
1785803700,1.151350,1.151360,1.151285,1.151300,0.000030
1785803760,1.151290,1.151320,1.151275,1.151315,0.000028
1785803820,1.151310,1.151345,1.151300,1.151325,0.000037
1785803880,1.151320,1.151385,1.151320,1.151360,0.000040
1785803940,1.151365,1.151505,1.151365,1.151455,0.000030
1785804000,1.151450,1.151455,1.151285,1.151285,0.000029
1785804060,1.151295,1.151350,1.151295,1.151350,0.000030
1785804120,1.151355,1.151395,1.151295,1.151305,0.000031
1785804180,1.151310,1.151315,1.151220,1.151265,0.000028
1785804240,1.151270,1.151295,1.151255,1.151260,0.000028
1785804300,1.151235,1.151240,1.151155,1.151205,0.000025
1785804360,1.151200,1.151235,1.151145,1.151145,0.000030
1785804420,1.151150,1.151155,1.151045,1.151050,0.000028
1785804480,1.151045,1.151080,1.151000,1.151010,0.000031
1785804540,1.151005,1.151015,1.150950,1.150985,0.000028
1785804600,1.150970,1.150990,1.150935,1.150945,0.000025
1785804660,1.150940,1.150950,1.150890,1.150895,0.000032
1785804720,1.150900,1.150900,1.150850,1.150890,0.000030
1785804780,1.150915,1.151080,1.150875,1.150915,0.000032
1785804840,1.150935,1.150995,1.150840,1.150985,0.000035
1785804900,1.150995,1.150995,1.150860,1.150865,0.000035
1785804960,1.150860,1.150860,1.150590,1.150600,0.000033
1785805020,1.150610,1.150630,1.150485,1.150585,0.000033
1785805080,1.150595,1.150660,1.150535,1.150650,0.000038
1785805140,1.150645,1.150655,1.150525,1.150555,0.000030
1785805200,1.150550,1.150550,1.150360,1.150400,0.000028
1785805260,1.150390,1.150400,1.150230,1.150230,0.000031
1785805320,1.150240,1.150355,1.150240,1.150330,0.000030
1785805380,1.150325,1.150410,1.150275,1.150340,0.000033
1785805440,1.150355,1.150425,1.150340,1.150415,0.000034
1785805500,1.150430,1.150485,1.150390,1.150425,0.000033
1785805560,1.150420,1.150440,1.150335,1.150350,0.000031
1785805620,1.150355,1.150445,1.150330,1.150445,0.000033
1785805680,1.150450,1.150490,1.150450,1.150485,0.000038
1785805740,1.150480,1.150480,1.150395,1.150400,0.000038
1785805800,1.150395,1.150530,1.150390,1.150485,0.000038
1785805860,1.150470,1.150530,1.150460,1.150505,0.000032
1785805920,1.150495,1.150545,1.150445,1.150545,0.000037
1785805980,1.150555,1.150590,1.150540,1.150580,0.000029
1785806040,1.150575,1.150585,1.150505,1.150505,0.000037
1785806100,1.150515,1.150570,1.150485,1.150495,0.000037
1785806160,1.150505,1.150560,1.150495,1.150540,0.000037
1785806220,1.150545,1.150705,1.150540,1.150705,0.000038
1785806280,1.150720,1.150810,1.150705,1.150795,0.000038
1785806340,1.150790,1.150855,1.150790,1.150855,0.000035
1785806400,1.150870,1.150910,1.150860,1.150890,0.000032
1785806460,1.150895,1.150905,1.150825,1.150845,0.000033
1785806520,1.150840,1.150840,1.150745,1.150770,0.000035
1785806580,1.150775,1.150860,1.150770,1.150850,0.000033
1785806640,1.150845,1.150885,1.150845,1.150860,0.000034
1785806700,1.150870,1.150940,1.150870,1.150915,0.000032
1785806760,1.150905,1.150910,1.150850,1.150895,0.000031
1785806820,1.150905,1.150935,1.150840,1.150885,0.000031
1785806880,1.150880,1.150915,1.150880,1.150900,0.000030
1785806940,1.150890,1.150890,1.150785,1.150835,0.000029
1785807000,1.150840,1.151040,1.150835,1.151035,0.000027
1785807060,1.151060,1.151125,1.151005,1.151125,0.000030
1785807120,1.151115,1.151205,1.151100,1.151115,0.000028
1785807180,1.151115,1.151195,1.151115,1.151160,0.000032
1785807240,1.151180,1.151230,1.151180,1.151195,0.000031
1785807300,1.151200,1.151225,1.151075,1.151075,0.000033
1785807360,1.151080,1.151140,1.151075,1.151110,0.000033
1785807420,1.151105,1.151140,1.151100,1.151135,0.000035
1785807480,1.151125,1.151140,1.151080,1.151135,0.000035
1785807540,1.151140,1.151225,1.151125,1.151195,0.000033
1785807600,1.151190,1.151285,1.151175,1.151285,0.000032
1785807660,1.151270,1.151330,1.151245,1.151295,0.000036
1785807720,1.151290,1.151315,1.151275,1.151290,0.000033
1785807780,1.151300,1.151325,1.151265,1.151325,0.000033
1785807840,1.151330,1.151440,1.151290,1.151435,0.000033
1785807900,1.151430,1.151445,1.151355,1.151395,0.000037
1785807960,1.151390,1.151455,1.151375,1.151410,0.000033
1785808020,1.151405,1.151460,1.151405,1.151410,0.000029
1785808080,1.151395,1.151395,1.151300,1.151330,0.000033
1785808140,1.151325,1.151350,1.151295,1.151295,0.000031
1785808200,1.151290,1.151330,1.151210,1.151210,0.000033
1785808260,1.151235,1.151335,1.151230,1.151335,0.000033
1785808320,1.151340,1.151385,1.151285,1.151340,0.000031
1785808380,1.151335,1.151360,1.151280,1.151310,0.000031
1785808440,1.151305,1.151345,1.151300,1.151345,0.000032
1785808500,1.151360,1.151405,1.151335,1.151385,0.000034
1785808560,1.151375,1.151380,1.151290,1.151290,0.000031
1785808620,1.151285,1.151340,1.151280,1.151315,0.000036
1785808680,1.151320,1.151330,1.151280,1.151290,0.000033
1785808740,1.151295,1.151300,1.151225,1.151235,0.000031
1785808800,1.151240,1.151340,1.151240,1.151290,0.000033
1785808860,1.151295,1.151310,1.151205,1.151305,0.000033
1785808920,1.151310,1.151380,1.151255,1.151255,0.000035
1785808980,1.151260,1.151260,1.151060,1.151060,0.000032
1785809040,1.151065,1.151140,1.150970,1.150985,0.000033
1785809100,1.150995,1.150995,1.150945,1.150960,0.000032
1785809160,1.150970,1.151050,1.150970,1.151035,0.000029
1785809220,1.151040,1.151165,1.151040,1.151140,0.000031
1785809280,1.151130,1.151250,1.151130,1.151205,0.000042
1785809340,1.151190,1.151190,1.151155,1.151175,0.000035
1785809400,1.151170,1.151195,1.151080,1.151125,0.000030
1785809460,1.151115,1.151260,1.151110,1.151255,0.000032
