symbol,hour,offset,n,expansion_rate,med_dir,med_range,med_netto,med_mfe_20,med_mfe_60
AUDUSD,0,0,3972,0.2858,0.4620,4.3868,1.9286,3.4000,5.9167
AUDUSD,0,10,3925,0.2734,0.4615,4.3333,1.9000,3.3889,6.0769
AUDUSD,0,20,3944,0.2825,0.4600,4.3333,1.9091,3.4286,6.1538
AUDUSD,0,30,3971,0.2833,0.4500,4.3750,1.9167,3.3600,6.3333
AUDUSD,0,40,3979,0.2780,0.4595,4.3846,1.9167,3.3846,6.4615
AUDUSD,0,50,4086,0.2952,0.4638,4.7500,2.0625,3.7273,6.5714
AUDUSD,1,0,4167,0.3218,0.4769,5.0714,2.3000,4.0000,6.8750
AUDUSD,1,10,4159,0.3109,0.4762,4.8571,2.1667,3.8095,7.2353
AUDUSD,1,20,4226,0.2939,0.4592,5.0000,2.1000,3.8536,7.6471
AUDUSD,1,30,4276,0.3218,0.4857,5.1818,2.3333,4.0000,8.0607
AUDUSD,1,40,4397,0.3125,0.4615,5.2143,2.3333,4.0000,8.3333
AUDUSD,1,50,4622,0.3382,0.4706,6.3333,2.8182,4.8787,8.6250
AUDUSD,2,0,4822,0.3430,0.4689,7.0000,3.0769,5.3604,9.0000
AUDUSD,2,10,4810,0.3322,0.4667,6.5000,3.0000,5.0000,9.1429
AUDUSD,2,20,4851,0.3379,0.4684,6.5000,2.9091,5.0000,9.3333
AUDUSD,2,30,4919,0.3269,0.4690,6.5833,3.0000,5.0833,9.3846
AUDUSD,2,40,4930,0.3310,0.4706,6.5000,3.0000,5.0000,9.5385
AUDUSD,2,50,5013,0.3395,0.4648,7.5000,3.3333,5.8333,9.6923
AUDUSD,3,0,5053,0.3550,0.4821,7.8333,3.5000,6.0000,9.6985
AUDUSD,3,10,4991,0.3446,0.4737,7.2000,3.2727,5.6364,9.5000
AUDUSD,3,20,4961,0.3447,0.4737,7.0588,3.1818,5.5000,9.2727
AUDUSD,3,30,4949,0.3376,0.4595,6.8889,3.0000,5.2727,9.0000
AUDUSD,3,40,4899,0.3415,0.4722,6.6667,3.0000,5.1429,8.9091
AUDUSD,3,50,4907,0.3395,0.4697,6.9333,3.0000,5.2500,8.8333
AUDUSD,4,0,4907,0.3505,0.4746,6.9000,3.0000,5.3333,8.5963
AUDUSD,4,10,4840,0.3483,0.4848,6.4000,3.0000,5.0000,8.3333
AUDUSD,4,20,4811,0.3259,0.4559,6.4000,2.7778,4.9000,8.1381
AUDUSD,4,30,4823,0.3344,0.4667,6.2727,2.7857,4.9286,8.0000
AUDUSD,4,40,4792,0.3345,0.4634,6.0000,2.6667,4.6667,7.7778
AUDUSD,4,50,4775,0.3171,0.4545,6.1000,2.6111,4.6923,7.6172
AUDUSD,5,0,4744,0.3314,0.4615,6.0000,2.6667,4.6667,7.4760
AUDUSD,5,10,4695,0.3263,0.4681,5.6667,2.5000,4.3846,7.3333
AUDUSD,5,20,4651,0.3253,0.4545,5.6000,2.4615,4.3000,7.3060
AUDUSD,5,30,4607,0.3147,0.4590,5.4762,2.4286,4.2222,7.2727
AUDUSD,5,40,4571,0.3065,0.4526,5.3636,2.3103,4.0870,7.2143
AUDUSD,5,50,4538,0.3186,0.4571,5.5833,2.4286,4.2500,7.1250
AUDUSD,6,0,4546,0.3308,0.4655,5.6429,2.5000,4.3333,7.1333
AUDUSD,6,10,4454,0.3229,0.4615,5.3333,2.3571,4.1429,7.0562
AUDUSD,6,20,4411,0.3246,0.4667,5.2727,2.3571,4.0952,7.1667
AUDUSD,6,30,4392,0.3240,0.4694,5.2500,2.3604,4.0000,7.2164
AUDUSD,6,40,4416,0.3019,0.4539,5.2546,2.2917,4.0769,7.2857
AUDUSD,6,50,4448,0.3147,0.4545,5.5477,2.4000,4.2500,7.3604
AUDUSD,7,0,4543,0.3238,0.4516,5.6429,2.4444,4.3077,7.5000
AUDUSD,7,10,4501,0.3186,0.4615,5.3571,2.4000,4.1250,7.6283
AUDUSD,7,20,4514,0.3257,0.4615,5.5000,2.5000,4.2792,7.8333
AUDUSD,7,30,4526,0.3372,0.4815,5.6667,2.5455,4.3636,8.1250
AUDUSD,7,40,4540,0.3267,0.4676,5.7000,2.5000,4.3333,9.5000
AUDUSD,7,50,4592,0.3182,0.4586,6.0000,2.6450,4.6250,10.0000
AUDUSD,8,0,4773,0.3197,0.4545,6.4583,2.8000,5.0000,10.3333
AUDUSD,8,10,4898,0.3114,0.4579,6.6667,2.8889,5.1213,10.6667
AUDUSD,8,20,5117,0.3354,0.4615,8.5000,3.9444,6.7500,10.8889
AUDUSD,8,30,5219,0.3261,0.4615,8.8462,4.0000,6.8333,10.6000
AUDUSD,8,40,5140,0.3230,0.4615,7.8661,3.4167,6.0000,10.4000
AUDUSD,8,50,5074,0.3449,0.4735,8.0000,3.5385,6.0909,10.5714
AUDUSD,9,0,5129,0.3318,0.4571,7.8667,3.4545,6.0000,10.6667
AUDUSD,9,10,5062,0.3329,0.4590,7.2111,3.2000,5.5774,11.4365
AUDUSD,9,20,5063,0.3304,0.4718,8.0000,3.5000,6.0000,11.6667
AUDUSD,9,30,5137,0.3309,0.4559,8.7619,3.7692,6.7000,12.0000
AUDUSD,9,40,5178,0.3216,0.4444,8.5000,3.5455,6.5000,12.0000
AUDUSD,9,50,5241,0.3299,0.4615,9.5000,4.0500,7.1579,11.8750
AUDUSD,10,0,5324,0.3559,0.4712,9.6667,4.2971,7.5000,12.2240
AUDUSD,10,10,5250,0.3457,0.4713,8.6000,3.9310,6.7143,11.5789
AUDUSD,10,20,5211,0.3354,0.4615,8.4000,3.7000,6.5000,11.1484
AUDUSD,10,30,5168,0.3431,0.4716,8.4667,3.8182,6.5000,10.8000
AUDUSD,10,40,5203,0.3686,0.4941,9.1111,4.1667,7.0000,10.5000
AUDUSD,10,50,5178,0.3214,0.4533,8.8750,3.9231,6.8462,9.9500
AUDUSD,11,0,5135,0.3303,0.4596,7.8000,3.4000,6.0000,9.0000
AUDUSD,11,10,5021,0.3230,0.4605,7.0000,3.0256,5.4545,8.6667
AUDUSD,11,20,4959,0.3309,0.4667,6.8235,3.0000,5.1892,8.2500
AUDUSD,11,30,4863,0.3255,0.4583,6.4762,2.8889,5.0000,7.8889
AUDUSD,11,40,4793,0.3134,0.4588,6.1111,2.6667,4.6667,7.5000
AUDUSD,11,50,4691,0.3217,0.4681,6.0833,2.7000,4.6429,7.2857
AUDUSD,12,0,4597,0.3163,0.4545,5.8462,2.5000,4.5000,7.0769
AUDUSD,12,10,4465,0.3122,0.4545,5.3750,2.3333,4.1000,6.9412
AUDUSD,12,20,4422,0.3005,0.4620,5.2000,2.2727,4.0000,6.8000
AUDUSD,12,30,4345,0.3063,0.4623,5.0000,2.2143,3.9000,6.7273
AUDUSD,12,40,4291,0.2934,0.4522,5.0000,2.0909,3.8182,6.6111
AUDUSD,12,50,4235,0.3133,0.4615,5.2500,2.3000,4.0000,6.6000
AUDUSD,13,0,4234,0.3200,0.4750,5.1381,2.3604,4.0000,6.5556
AUDUSD,13,10,4144,0.2898,0.4530,4.7500,2.0833,3.6667,6.5000
AUDUSD,13,20,4123,0.3095,0.4737,4.6667,2.0909,3.5833,6.5000
AUDUSD,13,30,4073,0.3027,0.4688,4.6250,2.0000,3.6154,6.3333
AUDUSD,13,40,4051,0.2782,0.4444,4.5000,1.9286,3.5000,6.2857
AUDUSD,13,50,4079,0.3148,0.4754,4.8333,2.1714,3.7778,6.2500
AUDUSD,14,0,4161,0.3043,0.4737,4.8333,2.2000,3.7500,6.4000
AUDUSD,14,10,4138,0.2890,0.4667,4.5714,2.0000,3.5000,6.2222
AUDUSD,14,20,4137,0.2949,0.4865,4.5000,2.0625,3.5000,6.2727
AUDUSD,14,30,4079,0.2957,0.4737,4.5000,2.0000,3.5000,6.0833
AUDUSD,14,40,4128,0.3154,0.4800,4.7500,2.1213,3.7000,5.9091
AUDUSD,14,50,4095,0.3004,0.4658,4.9231,2.1429,3.8182,5.7727
AUDUSD,15,0,4016,0.2951,0.4762,4.5556,2.0000,3.5251,5.6667
AUDUSD,15,10,3911,0.2664,0.4677,4.1000,1.8333,3.1818,5.3000
AUDUSD,15,20,3904,0.2556,0.4545,4.0000,1.7143,3.0714,5.1000
AUDUSD,15,30,3940,0.2426,0.4505,4.0000,1.7333,3.0000,4.9428
AUDUSD,15,40,3989,0.2514,0.4444,4.1429,1.8000,3.1818,4.9129
AUDUSD,15,50,3564,0.2379,0.4417,4.1111,1.7303,3.1429,4.8153
AUDUSD,18,0,3264,0.3226,0.5000,4.5714,2.0909,3.6464,6.1429
AUDUSD,18,10,3140,0.2570,0.4667,3.7500,1.6000,2.9091,5.6667
AUDUSD,18,20,3191,0.2520,0.4713,4.0000,1.7273,3.0000,5.8889
AUDUSD,18,30,3228,0.2670,0.4717,4.1000,1.8000,3.2000,6.0909
AUDUSD,18,40,3228,0.2577,0.4654,4.0000,1.7500,3.1156,6.6667
AUDUSD,18,50,3403,0.2733,0.4658,4.6667,2.0000,3.5714,6.7143
AUDUSD,19,0,3640,0.3025,0.4798,4.9111,2.1250,3.7670,7.1752
AUDUSD,19,10,3566,0.2813,0.4762,4.6202,2.0000,3.5714,7.6250
AUDUSD,19,20,3658,0.3040,0.4787,5.0000,2.1847,3.8333,8.1333
AUDUSD,19,30,3757,0.3295,0.4941,5.1000,2.3333,4.0000,8.4545
AUDUSD,19,40,3913,0.3179,0.4737,5.2143,2.3333,4.0000,8.5000
AUDUSD,19,50,4227,0.3442,0.4833,6.3846,2.9333,5.0000,8.7143
AUDUSD,20,0,4442,0.3726,0.5000,6.8571,3.2330,5.3846,8.8462
AUDUSD,20,10,4375,0.3358,0.4767,6.1333,2.7333,4.8333,8.7333
AUDUSD,20,20,4344,0.3425,0.4737,6.2000,2.8284,4.8000,8.6667
AUDUSD,20,30,4351,0.3365,0.4640,6.1250,2.6923,4.7407,8.6667
AUDUSD,20,40,4416,0.3166,0.4600,6.0000,2.6250,4.6364,9.2143
AUDUSD,20,50,4462,0.3371,0.4751,6.4000,2.9474,5.0000,9.2727
AUDUSD,21,0,4436,0.3357,0.4687,6.5000,2.8889,5.0000,9.1111
AUDUSD,21,10,4397,0.3118,0.4510,6.0833,2.5833,4.7143,9.0000
AUDUSD,21,20,4424,0.3481,0.4752,6.7500,3.1056,5.2857,8.9259
AUDUSD,21,30,4445,0.3604,0.4821,6.9000,3.2308,5.4500,8.6667
AUDUSD,21,40,4351,0.3351,0.4732,6.1818,2.7143,4.8333,8.2000
AUDUSD,21,50,4282,0.3246,0.4647,6.0000,2.6667,4.7351,7.6923
AUDUSD,22,0,4209,0.3321,0.4737,5.7692,2.6250,4.5000,7.4286
AUDUSD,22,10,4151,0.3141,0.4615,5.3333,2.3684,4.1333,7.1429
AUDUSD,22,20,4122,0.3147,0.4706,5.2727,2.3515,4.1000,7.0000
AUDUSD,22,30,4082,0.2974,0.4583,5.1538,2.2500,4.0000,6.7000
AUDUSD,22,40,4030,0.3042,0.4571,4.8889,2.1111,3.7929,6.6000
AUDUSD,22,50,4025,0.3048,0.4667,5.0000,2.1818,3.8462,6.3604
AUDUSD,23,0,3999,0.3008,0.4737,4.9091,2.1538,3.8750,6.2657
AUDUSD,23,10,3983,0.2902,0.4603,4.5333,2.0000,3.5556,5.9354
AUDUSD,23,20,3972,0.2779,0.4590,4.5000,2.0000,3.5000,5.8462
AUDUSD,23,30,3959,0.2703,0.4590,4.4286,2.0000,3.4545,5.8000
AUDUSD,23,40,3933,0.2626,0.4545,4.2857,1.8182,3.3333,5.9750
AUDUSD,23,50,3932,0.2645,0.4483,4.3750,1.8182,3.3604,5.9000
EURGBP,0,0,3242,0.1527,0.4286,2.8750,1.1937,2.2000,3.8333
EURGBP,0,10,3177,0.1376,0.4286,2.8000,1.1250,2.1429,4.0000
EURGBP,0,20,3273,0.1497,0.4194,2.8750,1.1667,2.1818,4.1111
EURGBP,0,30,3343,0.1585,0.4375,3.0000,1.2500,2.2632,4.2857
EURGBP,0,40,3356,0.1695,0.4444,3.1111,1.3000,2.3636,4.3636
EURGBP,0,50,3539,0.1921,0.4286,3.5000,1.4167,2.6667,4.6667
EURGBP,1,0,3665,0.2276,0.4444,3.6667,1.5455,2.8000,5.1250
EURGBP,1,10,3691,0.2273,0.4444,3.5714,1.5000,2.7692,6.0000
EURGBP,1,20,3828,0.2283,0.4348,3.7670,1.5000,2.8750,6.6667
EURGBP,1,30,3990,0.2446,0.4585,4.0000,1.7500,3.0646,7.2500
EURGBP,1,40,4119,0.2802,0.4474,4.4444,1.9167,3.4286,8.0000
EURGBP,1,50,4425,0.3119,0.4500,6.0000,2.6000,4.5556,8.7500
EURGBP,2,0,4708,0.3080,0.4444,6.7029,2.8333,5.1000,9.3246
EURGBP,2,10,4740,0.3006,0.4444,6.3333,2.6667,4.8571,10.0000
EURGBP,2,20,4770,0.3237,0.4623,6.8333,3.0000,5.0909,10.7417
EURGBP,2,30,4807,0.3447,0.4884,7.1000,3.2308,5.5455,11.0000
EURGBP,2,40,4803,0.3302,0.4730,7.2000,3.2222,5.5455,11.0000
EURGBP,2,50,4912,0.3296,0.4615,8.6250,3.7778,6.5714,11.2222
EURGBP,3,0,4943,0.3508,0.4690,9.0000,4.0000,7.0000,11.5000
EURGBP,3,10,4853,0.3379,0.4600,8.2000,3.5714,6.2500,11.2500
EURGBP,3,20,4886,0.3453,0.4713,8.0000,3.6548,6.1538,11.0000
EURGBP,3,30,4851,0.3323,0.4632,8.0000,3.5000,6.0769,11.2222
EURGBP,3,40,4813,0.3445,0.4599,8.0000,3.5000,6.1111,11.7333
EURGBP,3,50,4841,0.3317,0.4561,8.2800,3.6000,6.3750,11.7273
EURGBP,4,0,4864,0.3324,0.4595,8.2222,3.6000,6.3333,11.7500
EURGBP,4,10,4823,0.3371,0.4615,8.0000,3.4444,6.1111,11.5670
EURGBP,4,20,4907,0.3475,0.4737,8.8333,4.0000,6.7500,11.5000
EURGBP,4,30,4926,0.3542,0.4773,8.6667,4.0000,6.7633,11.1250
EURGBP,4,40,4823,0.3386,0.4659,8.0000,3.5641,6.2000,10.6000
EURGBP,4,50,4830,0.3137,0.4444,8.1667,3.4444,6.2500,10.3798
EURGBP,5,0,4808,0.3188,0.4421,8.0000,3.3000,6.0000,10.3750
EURGBP,5,10,4755,0.3325,0.4667,7.6667,3.2727,5.8750,10.0833
EURGBP,5,20,4736,0.3302,0.4600,7.5000,3.2500,5.8000,10.1111
EURGBP,5,30,4747,0.3339,0.4603,7.4444,3.2727,5.8485,10.0000
EURGBP,5,40,4745,0.3408,0.4769,7.4167,3.1875,5.6667,9.8750
EURGBP,5,50,4687,0.3266,0.4545,7.5385,3.2222,5.8333,9.6667
EURGBP,6,0,4655,0.3308,0.4667,7.4615,3.2857,5.7778,9.8750
EURGBP,6,10,4583,0.3472,0.4667,7.0000,3.1429,5.5000,10.0000
EURGBP,6,20,4548,0.3254,0.4538,7.1056,3.0000,5.3750,10.0000
EURGBP,6,30,4573,0.3188,0.4583,7.0000,3.0000,5.3750,9.8000
EURGBP,6,40,4576,0.3547,0.4783,7.4000,3.3750,5.7143,9.7692
EURGBP,6,50,4582,0.3121,0.4500,7.8153,3.3333,6.0000,9.8182
EURGBP,7,0,4632,0.3230,0.4566,7.5752,3.1484,5.8750,9.7778
EURGBP,7,10,4572,0.3161,0.4423,7.0000,3.0000,5.3636,9.6667
EURGBP,7,20,4561,0.3109,0.4500,7.0000,3.0000,5.2500,9.8571
EURGBP,7,30,4581,0.3146,0.4500,7.0000,3.0000,5.3636,10.0000
EURGBP,7,40,4556,0.3369,0.4667,7.4000,3.2500,5.6250,10.5000
EURGBP,7,50,4587,0.3126,0.4396,7.5000,3.0000,5.7500,10.7143
EURGBP,8,0,4709,0.3175,0.4490,7.8462,3.2000,6.0000,10.8000
EURGBP,8,10,4796,0.3065,0.4286,7.7500,3.1111,5.9199,11.0000
EURGBP,8,20,4956,0.3035,0.4348,8.3693,3.5000,6.4545,10.8750
EURGBP,8,30,5096,0.3014,0.4375,8.6667,3.6923,6.5000,11.0000
EURGBP,8,40,4983,0.3165,0.4500,8.1000,3.4000,6.1111,10.7500
EURGBP,8,50,4903,0.3102,0.4487,8.1000,3.5000,6.1429,10.7778
EURGBP,9,0,4944,0.3200,0.4506,8.0000,3.3933,6.0000,11.0000
EURGBP,9,10,4884,0.3301,0.4545,7.8452,3.3077,6.0000,11.1667
EURGBP,9,20,4908,0.3191,0.4483,8.0000,3.2500,6.0000,11.4000
EURGBP,9,30,4959,0.3176,0.4444,8.0000,3.3846,6.0833,11.3875
EURGBP,9,40,4982,0.3143,0.4510,8.3000,3.5000,6.2500,11.5600
EURGBP,9,50,5044,0.3265,0.4521,9.0000,3.7778,6.8723,11.5455
EURGBP,10,0,5157,0.3256,0.4495,9.0000,3.8750,7.0000,12.3333
EURGBP,10,10,5043,0.3345,0.4615,8.3000,3.6563,6.3333,12.0000
EURGBP,10,20,5015,0.3312,0.4632,8.1429,3.5000,6.1818,11.6705
EURGBP,10,30,5008,0.3339,0.4608,8.4286,3.6250,6.4167,11.4444
EURGBP,10,40,5012,0.3677,0.4951,9.7143,4.4286,7.5000,11.0000
EURGBP,10,50,4971,0.3186,0.4444,9.5385,4.0000,7.2222,10.6000
EURGBP,11,0,4985,0.3075,0.4423,8.0000,3.3333,6.0000,9.5714
EURGBP,11,10,4928,0.3129,0.4488,7.4000,3.1250,5.6364,9.1111
EURGBP,11,20,4885,0.3017,0.4316,7.1250,3.0000,5.3750,8.7500
EURGBP,11,30,4829,0.3065,0.4444,6.9091,3.0000,5.2000,8.5000
EURGBP,11,40,4774,0.3196,0.4557,6.8571,3.0000,5.0000,8.2222
EURGBP,11,50,4674,0.3066,0.4459,6.8000,2.9000,5.0909,7.8571
EURGBP,12,0,4614,0.3182,0.4500,6.4361,2.8182,4.9091,7.6429
EURGBP,12,10,4529,0.3173,0.4576,6.0000,2.5714,4.5714,7.4000
EURGBP,12,20,4456,0.2994,0.4444,5.7386,2.4059,4.3750,7.0742
EURGBP,12,30,4366,0.2897,0.4400,5.4000,2.2000,4.0000,6.8571
EURGBP,12,40,4355,0.3144,0.4609,5.5714,2.4545,4.1818,6.7143
EURGBP,12,50,4334,0.2847,0.4286,5.5714,2.2857,4.3000,6.5000
EURGBP,13,0,4266,0.2975,0.4444,5.2265,2.1847,4.0000,6.4000
EURGBP,13,10,4145,0.2726,0.4324,4.7500,2.0000,3.6250,6.1000
EURGBP,13,20,4140,0.2696,0.4460,4.6667,2.0000,3.5556,6.0000
EURGBP,13,30,4103,0.2642,0.4400,4.6000,2.0000,3.4667,5.7000
EURGBP,13,40,4108,0.2802,0.4372,4.6667,2.0000,3.5000,5.5714
EURGBP,13,50,4087,0.2518,0.4189,4.7500,1.9231,3.6154,5.5455
EURGBP,14,0,4130,0.2436,0.4286,4.4410,1.8333,3.3693,5.5000
EURGBP,14,10,4123,0.2401,0.4167,4.2000,1.7143,3.2000,5.3750
EURGBP,14,20,4101,0.2314,0.4286,4.1111,1.6923,3.0000,5.2500
EURGBP,14,30,4097,0.2346,0.4286,4.0000,1.7000,3.0000,5.1667
EURGBP,14,40,4171,0.2671,0.4348,4.4444,1.8750,3.3333,5.0000
EURGBP,14,50,4123,0.2277,0.4118,4.4615,1.8000,3.3750,4.9231
EURGBP,15,0,3974,0.2247,0.4261,4.0000,1.6364,3.0000,4.8571
EURGBP,15,10,3852,0.2015,0.4314,3.6667,1.5000,2.8000,4.7500
EURGBP,15,20,3836,0.1903,0.4167,3.5714,1.4444,2.7273,4.6000
EURGBP,15,30,3859,0.1959,0.4000,3.6000,1.3750,2.7273,4.6250
EURGBP,15,40,3931,0.2424,0.4375,4.0000,1.6923,3.0000,4.5000
EURGBP,15,50,3658,0.1911,0.3913,4.0588,1.5000,3.0000,4.5000
EURGBP,18,0,3249,0.2508,0.4400,4.4615,1.8333,3.4615,4.7778
EURGBP,18,10,2979,0.1665,0.4100,3.2727,1.2857,2.5000,4.0000
EURGBP,18,20,2913,0.1634,0.4074,3.1111,1.1818,2.3636,4.0000
EURGBP,18,30,2840,0.1475,0.4091,3.0833,1.1538,2.3101,4.0769
EURGBP,18,40,2806,0.1493,0.4118,3.0000,1.1667,2.3000,4.0000
EURGBP,18,50,2935,0.1758,0.4118,3.4000,1.3333,2.5714,4.0871
EURGBP,19,0,3119,0.1834,0.4286,3.5000,1.4000,2.6667,4.3750
EURGBP,19,10,2999,0.1517,0.4138,3.1000,1.1818,2.3333,4.4167
EURGBP,19,20,3045,0.1655,0.4194,3.1667,1.2500,2.3750,4.5556
EURGBP,19,30,3156,0.1765,0.4286,3.2308,1.3000,2.4286,4.6250
EURGBP,19,40,3304,0.1807,0.4132,3.5477,1.4167,2.6962,4.6364
EURGBP,19,50,3685,0.2187,0.4062,4.1667,1.6667,3.1000,4.6667
EURGBP,20,0,3994,0.2349,0.4286,4.0000,1.6450,3.0000,4.8333
EURGBP,20,10,3850,0.1818,0.4167,3.5556,1.4167,2.6667,4.6000
EURGBP,20,20,3787,0.1930,0.4048,3.5000,1.3333,2.6000,4.6154
EURGBP,20,30,3782,0.2017,0.4348,3.5000,1.4444,2.6667,4.5455
EURGBP,20,40,3874,0.2075,0.4239,3.8750,1.5556,3.0000,4.6250
EURGBP,20,50,3943,0.1953,0.4000,4.0000,1.5000,3.0000,4.5000
EURGBP,21,0,3879,0.2145,0.4286,3.6667,1.5000,2.8000,4.5000
EURGBP,21,10,3821,0.2026,0.4286,3.5000,1.4286,2.6250,4.4000
EURGBP,21,20,3843,0.1980,0.4242,3.5455,1.4286,2.6667,4.3333
EURGBP,21,30,3789,0.1961,0.4286,3.5714,1.4444,2.7000,4.3000
EURGBP,21,40,3758,0.1996,0.4250,3.5000,1.4000,2.6667,4.2053
EURGBP,21,50,3729,0.1917,0.4286,3.5000,1.4000,2.6471,4.1250
EURGBP,22,0,3652,0.1750,0.4167,3.3333,1.3333,2.5000,3.8889
EURGBP,22,10,3522,0.1664,0.4286,3.1111,1.2857,2.3636,3.8182
EURGBP,22,20,3527,0.1622,0.4286,3.1000,1.2222,2.3333,3.7735
EURGBP,22,30,3488,0.1554,0.4286,3.0000,1.2222,2.3141,3.7000
EURGBP,22,40,3420,0.1655,0.4375,3.0000,1.2222,2.2857,3.5833
EURGBP,22,50,3409,0.1402,0.4000,3.0000,1.1667,2.2857,3.5455
EURGBP,23,0,3395,0.1482,0.4286,3.0000,1.2000,2.2500,3.5000
EURGBP,23,10,3321,0.1322,0.4231,2.8000,1.1000,2.1111,3.5000
EURGBP,23,20,3308,0.1321,0.4198,2.7710,1.0909,2.0909,3.5000
EURGBP,23,30,3276,0.1322,0.4167,2.7500,1.0909,2.1000,3.5556
EURGBP,23,40,3233,0.1339,0.4231,2.8000,1.0909,2.0930,3.5000
EURGBP,23,50,3278,0.1345,0.4211,2.8889,1.1667,2.1818,3.6667
EURJPY,0,0,4801,0.2347,0.4583,3.7500,1.6429,2.9231,5.0625
EURJPY,0,10,4781,0.2175,0.4462,3.6667,1.5263,2.7941,5.2222
EURJPY,0,20,4823,0.2368,0.4455,3.8214,1.6327,2.9412,5.4000
EURJPY,0,30,4889,0.2420,0.4429,3.8800,1.6316,3.0000,5.5000
EURJPY,0,40,4923,0.2464,0.4508,4.0000,1.6667,3.0000,5.5882
EURJPY,0,50,5044,0.2682,0.4583,4.3333,1.8881,3.3462,5.7333
EURJPY,1,0,5111,0.2714,0.4545,4.4583,1.9167,3.4286,6.0000
EURJPY,1,10,5128,0.2633,0.4545,4.3158,1.8000,3.2727,6.5778
EURJPY,1,20,5150,0.2561,0.4444,4.3333,1.8182,3.3158,7.0000
EURJPY,1,30,5217,0.2766,0.4545,4.5000,2.0000,3.5000,7.2667
EURJPY,1,40,5375,0.2767,0.4545,4.7586,2.0000,3.6667,7.7500
EURJPY,1,50,5579,0.3130,0.4500,5.9333,2.5000,4.5000,8.0000
EURJPY,2,0,5766,0.3186,0.4491,6.4000,2.7405,5.0000,8.4545
EURJPY,2,10,5785,0.3099,0.4500,6.0000,2.5294,4.5385,8.8750
EURJPY,2,20,5810,0.3196,0.4545,6.0323,2.6154,4.6450,9.3750
EURJPY,2,30,5813,0.3174,0.4570,6.2353,2.6667,4.8235,9.6667
EURJPY,2,40,5834,0.3216,0.4595,6.3913,2.7670,4.8812,10.0000
EURJPY,2,50,5896,0.3336,0.4706,7.5000,3.3333,5.7610,10.0833
EURJPY,3,0,5901,0.3520,0.4706,7.9130,3.5185,6.0000,10.1292
EURJPY,3,10,5886,0.3422,0.4706,7.2500,3.2347,5.5896,9.9167
EURJPY,3,20,5855,0.3488,0.4725,7.1667,3.1875,5.5000,9.7222
EURJPY,3,30,5811,0.3342,0.4615,7.0000,3.0000,5.4000,9.5000
EURJPY,3,40,5837,0.3317,0.4667,6.6667,3.0000,5.1600,9.3333
EURJPY,3,50,5840,0.3264,0.4539,7.0000,3.0000,5.3333,9.0909
EURJPY,4,0,5795,0.3406,0.4694,7.0000,3.1429,5.4286,9.0000
EURJPY,4,10,5749,0.3183,0.4565,6.4615,2.7826,5.0000,8.6000
EURJPY,4,20,5754,0.3073,0.4460,6.4444,2.7083,4.9393,8.4749
EURJPY,4,30,5769,0.3113,0.4576,6.5000,2.8333,5.0000,8.3333
EURJPY,4,40,5736,0.3086,0.4414,6.1875,2.5714,4.7931,8.1333
EURJPY,4,50,5719,0.2980,0.4400,6.4231,2.6667,4.9000,8.0000
EURJPY,5,0,5724,0.3061,0.4444,6.3000,2.6471,4.8000,7.8974
EURJPY,5,10,5676,0.3078,0.4545,5.9000,2.5200,4.5000,7.6875
EURJPY,5,20,5630,0.3018,0.4444,5.8571,2.4523,4.5000,7.5625
EURJPY,5,30,5605,0.3092,0.4521,5.7500,2.4667,4.4286,7.5228
EURJPY,5,40,5630,0.3046,0.4525,5.6545,2.4264,4.2500,7.4248
EURJPY,5,50,5591,0.3032,0.4483,5.7297,2.4400,4.3922,7.3828
EURJPY,6,0,5567,0.3014,0.4423,5.6842,2.4348,4.3333,7.2981
EURJPY,6,10,5490,0.2927,0.4444,5.4354,2.2500,4.1034,7.2887
EURJPY,6,20,5458,0.2963,0.4444,5.5000,2.3333,4.1429,7.2121
EURJPY,6,30,5508,0.2889,0.4444,5.3333,2.2500,4.0000,7.2000
EURJPY,6,40,5547,0.2996,0.4444,5.3947,2.2727,4.0690,7.2500
EURJPY,6,50,5518,0.2787,0.4279,5.6000,2.2929,4.2941,7.2727
EURJPY,7,0,5553,0.3004,0.4444,5.6667,2.3846,4.3333,7.4248
EURJPY,7,10,5514,0.2933,0.4446,5.4317,2.3333,4.1381,7.5000
EURJPY,7,20,5528,0.2976,0.4333,5.5000,2.3333,4.2000,7.8182
EURJPY,7,30,5530,0.2993,0.4444,5.5639,2.3333,4.2667,8.0656
EURJPY,7,40,5567,0.3003,0.4483,5.7857,2.5000,4.4286,9.0445
EURJPY,7,50,5581,0.3077,0.4468,6.0588,2.6000,4.6667,9.3333
EURJPY,8,0,5715,0.3127,0.4483,6.3333,2.6667,4.9167,9.6154
EURJPY,8,10,5789,0.2944,0.4286,6.4706,2.6471,5.0000,9.7500
EURJPY,8,20,5841,0.2931,0.4345,7.6500,3.1176,5.8125,9.7500
EURJPY,8,30,5871,0.3020,0.4385,7.9286,3.3529,6.0426,9.7500
EURJPY,8,40,5856,0.3147,0.4495,7.0000,3.0000,5.4231,9.5000
EURJPY,8,50,5797,0.3248,0.4599,7.0294,3.0833,5.5000,9.5000
EURJPY,9,0,5838,0.3087,0.4444,7.0000,3.0000,5.3333,9.6250
EURJPY,9,10,5825,0.3008,0.4388,6.5000,2.6923,5.0000,10.0477
EURJPY,9,20,5840,0.3128,0.4404,7.0000,3.0000,5.3333,10.2500
