time,open,high,low,close,spread
1785710460,1.155095,1.155155,1.154865,1.154870,0.000045
1785710520,1.154890,1.154925,1.154820,1.154820,0.000044
1785710580,1.154825,1.154955,1.154775,1.154925,0.000037
1785710640,1.154920,1.154925,1.154880,1.154880,0.000034
1785710700,1.154885,1.154900,1.154815,1.154870,0.000041
1785710760,1.154865,1.154875,1.154825,1.154845,0.000042
1785710820,1.154830,1.154915,1.154830,1.154875,0.000041
1785710880,1.154870,1.154920,1.154800,1.154915,0.000039
1785710940,1.154925,1.155155,1.154920,1.155145,0.000039
1785711000,1.155155,1.155185,1.155110,1.155120,0.000033
1785711060,1.155125,1.155190,1.155065,1.155140,0.000037
1785711120,1.155130,1.155160,1.155095,1.155115,0.000036
1785711180,1.155125,1.155190,1.155110,1.155175,0.000032
1785711240,1.155170,1.155195,1.155060,1.155065,0.000038
1785711300,1.155060,1.155065,1.154925,1.154935,0.000037
1785711360,1.154930,1.154930,1.154860,1.154930,0.000043
1785711420,1.154940,1.154940,1.154875,1.154890,0.000043
1785711480,1.154905,1.154955,1.154845,1.154845,0.000041
1785711540,1.154830,1.154865,1.154805,1.154845,0.000041
1785711600,1.154835,1.154955,1.154805,1.154895,0.000042
1785711660,1.154880,1.155110,1.154830,1.154855,0.000057
1785711720,1.154860,1.154860,1.154700,1.154770,0.000058
1785711780,1.154755,1.154805,1.154560,1.154570,0.000054
1785711840,1.154580,1.154810,1.154520,1.154750,0.000052
1785711900,1.154740,1.154740,1.154560,1.154575,0.000055
1785711960,1.154565,1.154665,1.154560,1.154645,0.000048
1785712020,1.154635,1.154665,1.154560,1.154620,0.000053
1785712080,1.154605,1.154610,1.154415,1.154510,0.000049
1785712140,1.154490,1.154500,1.154435,1.154470,0.000052
1785712200,1.154465,1.154515,1.154455,1.154515,0.000038
1785712260,1.154510,1.154525,1.154340,1.154355,0.000037
1785712320,1.154360,1.154430,1.154355,1.154425,0.000037
1785712380,1.154410,1.154530,1.154380,1.154515,0.000043
1785712440,1.154495,1.154615,1.154475,1.154530,0.000041
1785712500,1.154525,1.154585,1.154525,1.154545,0.000044
1785712560,1.154530,1.154545,1.154435,1.154470,0.000044
1785712620,1.154460,1.154530,1.154460,1.154510,0.000044
1785712680,1.154480,1.154480,1.154440,1.154465,0.000043
1785712740,1.154460,1.154505,1.154360,1.154410,0.000041
1785712800,1.154415,1.154415,1.154345,1.154365,0.000042
1785712860,1.154360,1.154365,1.154285,1.154335,0.000044
1785712920,1.154325,1.154385,1.154315,1.154385,0.000038
1785712980,1.154390,1.154445,1.154380,1.154430,0.000039
1785713040,1.154425,1.154430,1.154310,1.154370,0.000039
1785713100,1.154375,1.154440,1.154330,1.154430,0.000041
1785713160,1.154425,1.154465,1.154345,1.154410,0.000041
1785713220,1.154415,1.154465,1.154405,1.154425,0.000040
1785713280,1.154430,1.154430,1.154360,1.154385,0.000047
1785713340,1.154410,1.154510,1.154410,1.154480,0.000046
1785713400,1.154475,1.154560,1.154475,1.154560,0.000048
1785713460,1.154555,1.154575,1.154455,1.154470,0.000046
1785713520,1.154445,1.154445,1.154325,1.154355,0.000047
1785713580,1.154370,1.154445,1.154320,1.154325,0.000050
1785713640,1.154320,1.154420,1.154320,1.154405,0.000049
1785713700,1.154400,1.154500,1.154370,1.154500,0.000045
1785713760,1.154495,1.154525,1.154490,1.154500,0.000051
1785713820,1.154505,1.154605,1.154505,1.154600,0.000048
1785713880,1.154605,1.154605,1.154515,1.154530,0.000041
1785713940,1.154525,1.154535,1.154365,1.154370,0.000044
1785714000,1.154375,1.154375,1.154320,1.154355,0.000044
1785714060,1.154350,1.154415,1.154335,1.154395,0.000043
1785714120,1.154400,1.154410,1.154315,1.154315,0.000045
1785714180,1.154310,1.154315,1.154255,1.154270,0.000040
1785714240,1.154280,1.154465,1.154265,1.154455,0.000042
1785714300,1.154445,1.154445,1.154355,1.154410,0.000047
1785714360,1.154420,1.154460,1.154340,1.154400,0.000043
1785714420,1.154390,1.154390,1.154210,1.154270,0.000045
1785714480,1.154255,1.154285,1.154225,1.154275,0.000043
1785714540,1.154285,1.154445,1.154280,1.154370,0.000049
1785714600,1.154360,1.154420,1.154310,1.154390,0.000038
1785714660,1.154410,1.154425,1.154365,1.154365,0.000032
1785714720,1.154375,1.154385,1.154325,1.154365,0.000044
1785714780,1.154360,1.154365,1.154285,1.154305,0.000035
1785714840,1.154300,1.154325,1.154265,1.154325,0.000035
1785714900,1.154335,1.154480,1.154335,1.154440,0.000043
1785714960,1.154450,1.154465,1.154395,1.154410,0.000045
1785715020,1.154405,1.154420,1.154335,1.154345,0.000034
1785715080,1.154300,1.154325,1.154265,1.154295,0.000039
1785715140,1.154275,1.154385,1.154275,1.154375,0.000044
